Serial Number,Project Name,Category/Company,Amount/Value,PDF Link,PDF Filename
914,TRUMOCK SHOE WITH TPR SOLE,POLYMER AND CHEMICAL BASED INDUSTRY,1952700,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON TRUMOCK SHOE WITH TPR SOLE.pdf,PROJECT PROFILE ON TRUMOCK SHOE WITH TPR SOLE.pdf
916,TWO WHEELER REPAIRING SHOP,SERVICE AND TEXTILE INDUSTRY,151000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TWO WHEELER REPAIRING SHOP.pdf,TWO WHEELER REPAIRING SHOP.pdf
917,TYRE VULCANIZING,SERVICE AND TEXTILE INDUSTRY,115000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TYRE VULCANIZING.pdf,TYRE VULCANIZING.pdf
918,Table Fan,Samadhan Projects,2325000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TableFan.pdf,TableFan.pdf
919,Tank Truck,Samadhan Projects,5670000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TankTruck.pdf,TankTruck.pdf
920,Tarkashi Handicraft,Samadhan Projects,1116000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TarkashiHandicraft.pdf,TarkashiHandicraft.pdf
921,Tea Blending Unit,Samadhan Projects,8242000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TeaBlendingUnit.pdf,TeaBlendingUnit.pdf
922,Tennis Ball,Samadhan Projects,2093000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TennisBall.pdf,TennisBall.pdf
923,Terracota Pots_DPR,Samadhan Projects,1023000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TerracotaPotsDPR.pdf,TerracotaPotsDPR.pdf
924,Terracotta Pottery (Manual),Samadhan Projects,1082000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TerracottaPotteryManual.pdf,TerracottaPotteryManual.pdf
925,Terracotta Pottery (Semiautomatic),Samadhan Projects,1156000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TerracottaPotterySemiautomatic.pdf,TerracottaPotterySemiautomatic.pdf
926,Textile Recycling,Samadhan Projects,2867000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TextileRecycling.pdf,TextileRecycling.pdf
927,Textile Screen Printing Unit,Samadhan Projects,935000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TextileScreenPrintingUnit.pdf,TextileScreenPrintingUnit.pdf
928,Thermal Paper Roll,Samadhan Projects,1530000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ThermalPaperRoll.pdf,ThermalPaperRoll.pdf
929,Thermal Scanner,Samadhan Projects,2375000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ThermalScanner.pdf,ThermalScanner.pdf
930,Thinner,Samadhan Projects,2394000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Thinner.pdf,Thinner.pdf
931,Thread Manufacturing_DPR,Samadhan Projects,2246000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ThreadManufacturingDPR.pdf,ThreadManufacturingDPR.pdf
932,Toffee & Candy,Samadhan Projects,3009000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ToffeeCandy.pdf,ToffeeCandy.pdf
933,Toilet Cleaner,Samadhan Projects,819000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ToiletCleaner.pdf,ToiletCleaner.pdf
934,Toilet paper roll,Samadhan Projects,722000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Toiletpaperroll.pdf,Toiletpaperroll.pdf
935,Tomato Puree,Samadhan Projects,3656000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TomatoPuree.pdf,TomatoPuree.pdf
936,Tomato ketchup,Samadhan Projects,677000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Tomatoketchup.pdf,Tomatoketchup.pdf
937,Toothbrush,Samadhan Projects,3922000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Toothbrush.pdf,Toothbrush.pdf
938,Towel_DPR,Samadhan Projects,2342000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TowelDPR.pdf,TowelDPR.pdf
939,Track suits,Samadhan Projects,2400000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Tracksuits.pdf,Tracksuits.pdf
940,Tread Rubber,Samadhan Projects,3767000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/TreadRubber.pdf,TreadRubber.pdf
942,Tyre polish,Samadhan Projects,404000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Tyrepolish.pdf,Tyrepolish.pdf
943,UPS and Stabilizers,Samadhan Projects,1765460,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UPSandStabilizers.pdf,UPSandStabilizers.pdf
944,UPVC Doors,Samadhan Projects,2039000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UPVCDoors.pdf,UPVCDoors.pdf
945,UPVC Doors and windows,Samadhan Projects,2055000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UPVCDoorsandwindows.pdf,UPVCDoorsandwindows.pdf
946,UPVC Pipes,Samadhan Projects,2439000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UPVCPipes.pdf,UPVCPipes.pdf
947,USB Cord,Samadhan Projects,2403000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/USBCord.pdf,USBCord.pdf
948,Ultramarine Blue,Samadhan Projects,4389000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UltramarineBlue.pdf,UltramarineBlue.pdf
949,Uniform,Samadhan Projects,2500000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Uniform.pdf,Uniform.pdf
950,Utensil Cleaning Powder,Samadhan Projects,2444000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/UtensilCleaningPowder.pdf,UtensilCleaningPowder.pdf
951,V-BELTS ANDFAN BELTS,RURAL ENGG. AND BIO-TECH INDUSTRY,1410000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON V-BELTS ANDFAN BELTS.pdf,PROJECT PROFILE ON V-BELTS ANDFAN BELTS.pdf
952,Vaccum Cleaner_DPR,Samadhan Projects,1702000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/VaccumCleanerDPR.pdf,VaccumCleanerDPR.pdf
953,Vanillin Project,Samadhan Projects,2744000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/VanillinProject.pdf,VanillinProject.pdf
954,Varnish,Samadhan Projects,2334000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Varnish.pdf,Varnish.pdf
956,Vehicle Denting & Painting,Samadhan Projects,1678000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/VehicleDentingPainting.pdf,VehicleDentingPainting.pdf
957,Vehicle Repair shop,Samadhan Projects,1693000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/VehicleRepairshop.pdf,VehicleRepairshop.pdf
958,Vermicelli,Samadhan Projects,1600000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Vermicelli.pdf,Vermicelli.pdf
959,Vermicompost,Samadhan Projects,352000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Vermicompost.pdf,Vermicompost.pdf
960,Vetiver Oil,Samadhan Projects,750000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/VetiverOil.pdf,VetiverOil.pdf
961,WAFER BISCUITS,AGRO BASED FOOD PROCESSING INDUSTRY,1275000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WAFER BISCUITS.pdf,PROJECT PROFILE ON WAFER BISCUITS.pdf
962,WAFER BISCUITS BIG TYPE,AGRO BASED FOOD PROCESSING INDUSTRY,2075000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WAFER BISCUITS BIG TYPE.pdf,PROJECT PROFILE ON WAFER BISCUITS BIG TYPE.pdf
963,WATER METER,RURAL ENGG. AND BIO-TECH INDUSTRY,1755000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT   PROFILE   ON  WATER   METER.pdf,PROJECT   PROFILE   ON  WATER   METER.pdf
964,WAX CANDLES,POLYMER AND CHEMICAL BASED INDUSTRY,290000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WAX CANDLES.pdf,PROJECT PROFILE ON WAX CANDLES.pdf
965,WEB DESIGNING,SERVICE AND TEXTILE INDUSTRY,553000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WEB DESIGNING.pdf,PROJECT PROFILE ON WEB DESIGNING.pdf
966,WEB DESIGNING,SERVICE AND TEXTILE INDUSTRY,950000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WEB DESIGNING TYPE.pdf,PROJECT PROFILE ON WEB DESIGNING TYPE.pdf
967,WHEAT MILL UNIT,AGRO BASED FOOD PROCESSING INDUSTRY,885000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WHEAT MILL UNIT.pdf,WHEAT MILL UNIT.pdf
968,WHEEL BARROWS,RURAL ENGG. AND BIO-TECH INDUSTRY,1930000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WHEEL BARROWS.pdf,PROJECT PROFILE ON WHEEL BARROWS.pdf
969,WICK STOVE,RURAL ENGG. AND BIO-TECH INDUSTRY,1160000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WICK STOVE.pdf,PROJECT PROFILE ON WICK STOVE.pdf
970,WIND CHEATER,POLYMER AND CHEMICAL BASED INDUSTRY,1096000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WIND CHEATER.pdf,PROJECT PROFILE ON WIND CHEATER.pdf
971,WOODEN CRAFTS,SERVICE AND TEXTILE INDUSTRY,925000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WOODEN CRAFTS.pdf,PROJECT PROFILE ON WOODEN CRAFTS.pdf
972,WOODEN CRAFTS,RURAL ENGG. AND BIO-TECH INDUSTRY,1580000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WOODEN CRAFTS.pdf,PROJECT PROFILE ON WOODEN CRAFTS.pdf
973,WOODEN FURNITURE,RURAL ENGG. AND BIO-TECH INDUSTRY,1525000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WOODEN FURNITURE.pdf,PROJECT PROFILE ON WOODEN FURNITURE.pdf
974,WOODEN PATTERNS,RURAL ENGG. AND BIO-TECH INDUSTRY,985000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WOODEN PATTERNS.pdf,PROJECT PROFILE ON WOODEN PATTERNS.pdf
975,WOODEN TOYS AND DECORATIVE PIECES,RURAL ENGG. AND BIO-TECH INDUSTRY,212000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WOODEN TOYS AND DECORATIVE PIECES.pdf,PROJECT PROFILE ON WOODEN TOYS AND DECORATIVE PIECES.pdf
976,WROUGHT IRON FURNITURE,RURAL ENGG. AND BIO-TECH INDUSTRY,479000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON WROUGHT IRON FURNITURE.pdf,PROJECT PROFILE ON WROUGHT IRON FURNITURE.pdf
977,Wafer Biscuit,Samadhan Projects,1212000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WaferBiscuit.pdf,WaferBiscuit.pdf
978,Wafer Packaging Unit,Samadhan Projects,856000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WaferPackagingUnit.pdf,WaferPackagingUnit.pdf
980,Wash Basin_DPR,Samadhan Projects,1575000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WashBasinDPR.pdf,WashBasinDPR.pdf
981,Washing Machine_DPR,Samadhan Projects,2054000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WashingMachineDPR.pdf,WashingMachineDPR.pdf
982,Water Purifier Unit,Samadhan Projects,1664000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WaterPurifierUnit.pdf,WaterPurifierUnit.pdf
983,Wax Candles,Samadhan Projects,456000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WaxCandles.pdf,WaxCandles.pdf
984,Wet Wipes,Samadhan Projects,1743000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WetWipes.pdf,WetWipes.pdf
985,Wheat Stalk Craft final,Samadhan Projects,939000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WheatStalkCraftfinal.pdf,WheatStalkCraftfinal.pdf
987,Wheel Rim_DPR,Samadhan Projects,2328000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WheelRimDPR.pdf,WheelRimDPR.pdf
988,White Board,Samadhan Projects,2426000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WhiteBoard.pdf,WhiteBoard.pdf
989,Windshield Wiper,Samadhan Projects,1682000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WindshieldWiper.pdf,WindshieldWiper.pdf
990,Wire Mesh Fencing,Samadhan Projects,4433000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WireMeshFencing.pdf,WireMeshFencing.pdf
991,Wire nail,Samadhan Projects,1864000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Wirenail.pdf,Wirenail.pdf
992,Wireless Speaker,Samadhan Projects,2120000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WirelessSpeaker.pdf,WirelessSpeaker.pdf
993,Wood Carving,Samadhan Projects,2443000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WoodCarving.pdf,WoodCarving.pdf
994,Wood Crafting Unit_DPR,Samadhan Projects,1064000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WoodCraftingUnitDPR.pdf,WoodCraftingUnitDPR.pdf
995,Wood Recycling,Samadhan Projects,3867000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WoodRecycling.pdf,WoodRecycling.pdf
996,Wood cutting unit final,Samadhan Projects,1199000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Woodcuttingunitfinal.pdf,Woodcuttingunitfinal.pdf
997,Wooden Furniture_DPR,Samadhan Projects,1366000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WoodenFurnitureDPR.pdf,WoodenFurnitureDPR.pdf
998,Wooden Toy making,Samadhan Projects,1173000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WoodenToymaking.pdf,WoodenToymaking.pdf
999,Woolen Dari_DPR,Samadhan Projects,1112000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WoolenDariDPR.pdf,WoolenDariDPR.pdf
1000,Wrought Iron Furniture,Samadhan Projects,2381000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/WroughtIronFurniture.pdf,WroughtIronFurniture.pdf
1001,Yarn Twisting,Samadhan Projects,650000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/YarnTwisting.pdf,YarnTwisting.pdf
1002,Yogurt,Samadhan Projects,3179000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Yogurt.pdf,Yogurt.pdf
1003,Zari Silk Embroidery_DPR,Samadhan Projects,1085000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ZariSilkEmbroideryDPR.pdf,ZariSilkEmbroideryDPR.pdf
1004,auto engine cylinder for two wheeler,Samadhan Projects,2010000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/autoEngineCylinderfortwoWheeler.pdf,autoEngineCylinderfortwoWheeler.pdf
1005,bicycle tyre and tube,Samadhan Projects,2017000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/bicycletyreandtube.pdf,bicycletyreandtube.pdf
1006,calculator,Samadhan Projects,1900000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/calculator.pdf,calculator.pdf
1007,cashew apple syrup,Samadhan Projects,2132000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/cashewAppleSyrup.pdf,cashewAppleSyrup.pdf
1008,ceramic sanitaryware wash basin,Samadhan Projects,1574000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CeramicSanitarywareWashBasin.pdf,CeramicSanitarywareWashBasin.pdf
1009,chamomile tea,Samadhan Projects,1566000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/chamomileTea.pdf,chamomileTea.pdf
1010,cheese slice,Samadhan Projects,1727000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CheeseSlice.pdf,CheeseSlice.pdf
1011,chickpeas,Samadhan Projects,2216000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/chickpeas.pdf,chickpeas.pdf
1012,cigarette waste cellulose fibre,Samadhan Projects,2076000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CigaretteWasteCelluloseFibre.pdf,CigaretteWasteCelluloseFibre.pdf
1013,cigarette waste plastic pellets,Samadhan Projects,1618000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CigaretteWastePlasticPellets.pdf,CigaretteWastePlasticPellets.pdf
1014,coir garden pot,Samadhan Projects,1934000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CoirGardenPot.pdf,CoirGardenPot.pdf
1015,cooler pump,Samadhan Projects,1617000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CoolerPump.pdf,CoolerPump.pdf
1016,craft beer,Samadhan Projects,2400000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CraftBeer.pdf,CraftBeer.pdf
1017,crayons,Samadhan Projects,2446000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/crayons.pdf,crayons.pdf
1018,cricket bat,Samadhan Projects,2313000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CricketBat.pdf,CricketBat.pdf
1019,cricket gloves,Samadhan Projects,1193000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CricketGloves.pdf,CricketGloves.pdf
1020,crispy corn snacks,Samadhan Projects,2487000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/crispycornsnacks.pdf,crispycornsnacks.pdf
1021,cumin powder final,Samadhan Projects,2386000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/cuminpowderfinal.pdf,cuminpowderfinal.pdf
1022,diatomaceous earth powder,Samadhan Projects,2463000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/diatomaceousearthpowder.pdf,diatomaceousearthpowder.pdf
1023,door closer,Samadhan Projects,1930000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/DoorCloser.pdf,DoorCloser.pdf
1024,dry flower,Samadhan Projects,2202000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/DryFlower.pdf,DryFlower.pdf
1025,electric horns,Samadhan Projects,2324000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ElectricHorns.pdf,ElectricHorns.pdf
1026,enamel paints,Samadhan Projects,1874000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/EnamelPaints.pdf,EnamelPaints.pdf
1027,envelope manufacturing unit,Samadhan Projects,2247000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/EnvelopeManufacturingUnit.pdf,EnvelopeManufacturingUnit.pdf
1028,floor wiper,Samadhan Projects,1924000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/floorwiper.pdf,floorwiper.pdf
1029,flowers recycled to compost,Samadhan Projects,1755000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/flowersrecycledtoCompost.pdf,flowersrecycledtoCompost.pdf
1030,frozen yogurt,Samadhan Projects,1542000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/frozenyogurt.pdf,frozenyogurt.pdf
1031,garbage bags,Samadhan Projects,1769000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/garbagebags.pdf,garbagebags.pdf
1032,garlic bread spread,Samadhan Projects,1409000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/garlicbreadspread.pdf,garlicbreadspread.pdf
1033,glass recycling,Samadhan Projects,1388000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/glassrecycling.pdf,glassrecycling.pdf
1034,gripe water plant,Samadhan Projects,2361000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/gripewaterplant.pdf,gripewaterplant.pdf
1035,groundnut processing,Samadhan Projects,2030000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/groundnutprocessing.pdf,groundnutprocessing.pdf
1036,gulkand,Samadhan Projects,1963000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/gulkand.pdf,gulkand.pdf
1037,gunny bags,Samadhan Projects,2222000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/gunnybags.pdf,gunnybags.pdf
1038,handmade carpet,Samadhan Projects,1097000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/handmadecarpet.pdf,handmadecarpet.pdf
1039,handpump,Samadhan Projects,2302000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/handpump.pdf,handpump.pdf
1040,hdpe bucket,Samadhan Projects,2440000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/hdpebucket.pdf,hdpebucket.pdf
1041,helmet,Samadhan Projects,1889000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/helmet.pdf,helmet.pdf
1042,imli sauce,Samadhan Projects,2277000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/imlisauce.pdf,imlisauce.pdf
1043,insulator,Samadhan Projects,2042000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/insulator.pdf,insulator.pdf
1044,keyboard,Samadhan Projects,1103000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/keyboard.pdf,keyboard.pdf
1045,kitchen chimney,Samadhan Projects,2418000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/kitchenchimney.pdf,kitchenchimney.pdf
1046,knitted lace,Samadhan Projects,1865000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/knittedlace.pdf,knittedlace.pdf
1047,kurkure snacks,Samadhan Projects,2487000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/kurkuresnacks.pdf,kurkuresnacks.pdf
1048,laminate wood flooring,Samadhan Projects,2317000,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/LaminateWoodFlooring.pdf,LaminateWoodFlooring.pdf
